Sentence,Paper Name,Intrinsic Hallucination,Extrinsic Hallucination,Aspect,Hallucination,Temperature
We introduce a scalable data construction pipeline and model training pipeline.,Scalable Vision Language Model Training via High Quality Data Curation,No,No,Contribution,0,0
We demonstrate model performance scaling laws based on pretraining data quality and data size.,Scalable Vision Language Model Training via High Quality Data Curation,No,No,Contribution,0,0
The state-of-the-art (SOTA) performance of VLMs in 2B and 8B parameters is challenging.,Scalable Vision Language Model Training via High Quality Data Curation,No,No,Motivation,0,0
The lack of scalable pretraining data quality and data size scaling laws.,Scalable Vision Language Model Training via High Quality Data Curation,No,No,Motivation,0,0
Previous works have focused on improving the quality of pretraining data.,Scalable Vision Language Model Training via High Quality Data Curation,No,No,Motivation,0,0
"We introduce SAIL-VL, an open-source vision language model series achieving state-of-the-art performance.",Scalable Vision Language Model Training via High Quality Data Curation,No,No,Contribution,0,0
The paper presents a systematic study on the impact of adding parallel data on large language models' multilingual capabilities.,Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Contribution,0,0
"The authors conducted experiments on the translation and common-sense reasoning tasks, focusing on the use of parallel data in the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Methodology,0,0
"They found that adding parallel data to the training data significantly improves multilingual capabilities, especially when parallel data is added at the beginning of the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,Yes,No,Main Results,1,0
The authors also found that the presence of bilingual signals in the training data is crucial for the effectiveness of parallel data in enhancing multilingual capabilities.,Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Main Results,0,0
"The authors conducted experiments on the translation and common-sense reasoning tasks, focusing on the use of parallel data in the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Methodology,0,0
"They found that adding parallel data to the training data significantly improves multilingual capabilities, especially when parallel data is added at the beginning of the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,Yes,No,Main Results,1,0
The authors also found that the presence of bilingual signals in the training data is crucial for the effectiveness of parallel data in enhancing multilingual capabilities.,Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Main Results,0,0
"The authors conducted experiments on the translation and common-sense reasoning tasks, focusing on the use of parallel data in the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Methodology,0,0
"They found that adding parallel data to the training data significantly improves multilingual capabilities, especially when parallel data is added at the beginning of the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,Yes,No,Main Results,1,0
The authors also found that the presence of bilingual signals in the training data is crucial for the effectiveness of parallel data in enhancing multilingual capabilities.,Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Main Results,0,0
"The authors conducted experiments on the translation and common-sense reasoning tasks, focusing on the use of parallel data in the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Methodology,0,0
"They found that adding parallel data to the training data significantly improves multilingual capabilities, especially when parallel data is added at the beginning of the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,Yes,No,Main Results,1,0
The authors also found that the presence of bilingual signals in the training data is crucial for the effectiveness of parallel data in enhancing multilingual capabilities.,Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Main Results,0,0
"The authors conducted experiments on the translation and common-sense reasoning tasks, focusing on the use of parallel data in the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Methodology,0,0
"They found that adding parallel data to the training data significantly improves multilingual capabilities, especially when parallel data is added at the beginning of the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,Yes,No,Main Results,1,0
The authors also found that the presence of bilingual signals in the training data is crucial for the effectiveness of parallel data in enhancing multilingual capabilities.,Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Main Results,0,0
"The authors conducted experiments on the translation and common-sense reasoning tasks, focusing on the use of parallel data in the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Methodology,0,0
"They found that adding parallel data to the training data significantly improves multilingual capabilities, especially when parallel data is added at the beginning of the training process.",Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,Yes,No,Main Results,1,0
The authors also found that the presence of bilingual signals in the training data is crucial for the effectiveness of parallel data in enhancing multilingual capabilities.,Just Go Parallel: Improving the Multilingual Capabilities of Large Language Models,No,No,Main Results,0,0
The primary motivation of this paper is to establish a novel solution for extending the context window of existing long VLMs (Qwen2-VL).,Design Choices for Extending the Context Length of Visual Language Models,No,No,Motivation,0,0
The goal is to enhance long context performance while preserving the model's ability to handle short context scenarios.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Motivation,0,0
To establish a novel solution for extending the context window of existing long VLMs (Qwen2-VL).,Design Choices for Extending the Context Length of Visual Language Models,No,No,Paper Goal,0,0
The goal is to enhance long context performance while preserving the model's ability to handle short context scenarios.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Paper Goal,0,0
We analyze the data sources and lengths to construct ETVLM (Extended Training Data Matrix).,Design Choices for Extending the Context Length of Visual Language Models,No,Yes,Methodology,1,0
We ensure that the data composition is balanced and representative of the target context length.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Methodology,0,0
"We expand the data by incorporating long context instruction data, short multimodal instruction data, and video instruction data.",Design Choices for Extending the Context Length of Visual Language Models,No,No,Methodology,0,0
We propose M-RoPE++ (Multi-Dimensional Interpolation) to extend the position embedding on spatial and temporal dimensions.,Design Choices for Extending the Context Length of Visual Language Models,No,Yes,Methodology,1,0
We propose GIRAFFE (Giraffe Extended Training) to leverage the fixed context length.,Design Choices for Extending the Context Length of Visual Language Models,No,Yes,Methodology,1,0
"We evaluate the performance of Qwen2-VL on various tasks such as single image understanding, long video tasks, and multi-image and long videos.",Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
We find that the proposed method GIRAFFE achieves state-of-the-art performance among long VLMs.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
We demonstrate that the proposed method GIRAFFE achieves state-of-the-art long context performance among long VLMs.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
We demonstrate that the proposed method GIRAFFE achieves state-of-the-art short context performance.,Design Choices for Extending the Context Length of Visual Language Models,Yes,No,Main Results,1,0
We demonstrate that the proposed method GIRAFFE achieves state-of-the-art long context performance.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
We demonstrate that the proposed method GIRAFFE achieves state-of-the-art long context performance.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
We demonstrate that the proposed method GIRAFFE achieves state-of-the-art long context performance.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
We demonstrate that the proposed method GIRAFFE achieves state-of-the-art long context performance.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
We demonstrate that the proposed method GIRAFFE achieves state-of-the-art long context performance.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
We demonstrate that the proposed method GIRAFFE achieves state-of-the-art long context performance.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
We demonstrate that the proposed method GIRAFFE achieves state-of-the-art long context performance.,Design Choices for Extending the Context Length of Visual Language Models,No,No,Main Results,0,0
"The work aims to evaluate the capabilities of large language models (LLMs) in simulating virtual environments, specifically text-based games.",Can Language Models Serve as Text-Based World Simulators?,No,No,Motivation,0,0
The goal is to determine if LLMs can serve as reliable world simulators by directly quantifying their state transitions.,Can Language Models Serve as Text-Based World Simulators?,No,No,Motivation,0,0
"The authors propose a new benchmark, BYTESIZED32-SP, containing a dataset of text game state transitions and accompanying game tasks.",Can Language Models Serve as Text-Based World Simulators?,No,No,Methodology,0,0
They use this to directly quantify the state transitions of LLMs in the context of text-based games.,Can Language Models Serve as Text-Based World Simulators?,No,No,Methodology,0,0
"GPT-4, a state-of-the-art LLM, demonstrates the ability to simulate state transitions in the context of text-based games.",Can Language Models Serve as Text-Based World Simulators?,No,No,Contribution,0,0
"GPT-4 is able to accurately predict the state transitions of 77.1% of dynamic actions, 49.7% of dynamic environment, and 92.1% of dynamic game transitions.",Can Language Models Serve as Text-Based World Simulators?,Yes,No,Main Results,1,0
"GPT-4 is able to predict the state difference of 92.1% of the state transitions, with a 10% improvement in accuracy compared to GPT-3.5.",Can Language Models Serve as Text-Based World Simulators?,Yes,No,Main Results,1,0
"GPT-4 is able to predict the state difference of 92.1% of the state transitions, with a 10% improvement in accuracy compared to GPT-3.5.",Can Language Models Serve as Text-Based World Simulators?,Yes,No,Main Results,1,0
The authors argue that LLMs can be used as reliable world simulators by directly quantifying their state transitions.,Can Language Models Serve as Text-Based World Simulators?,Yes,No,Motivation,1,0
"LLMs are used as simulators in many domains, such as decision-making tasks, but they are expensive and complex to build.",Can Language Models Serve as Text-Based World Simulators?,Yes,No,Motivation,1,0
The authors argue that LLMs can be used as reliable world simulators by directly quantifying their state transitions.,Can Language Models Serve as Text-Based World Simulators?,Yes,No,Motivation,1,0
"The authors propose a new benchmark, BYTESIZED32-SP, containing a dataset of text game state transitions and accompanying game tasks.",Can Language Models Serve as Text-Based World Simulators?,No,No,Methodology,0,0
They use this to directly quantify the state transitions of LLMs in the context of text-based games.,Can Language Models Serve as Text-Based World Simulators?,No,No,Methodology,0,0
"GPT-4, a state-of-the-art LLM, demonstrates the ability to simulate state transitions in the context of text-based games.",Can Language Models Serve as Text-Based World Simulators?,No,No,Contribution,0,0
"GPT-4 is able to accurately predict the state transitions of 77.1% of dynamic actions, 49.7% of dynamic environment, and 92.1% of dynamic game transitions.",Can Language Models Serve as Text-Based World Simulators?,Yes,No,Main Results,1,0
"GPT-4 is able to predict the state difference of 92.1% of the state transitions, with a 10% improvement in accuracy compared",Can Language Models Serve as Text-Based World Simulators?,Yes,No,Main Results,1,0
The objective of this work is to evaluate the behavior of a set of compression-based language complexity metrics when applied to a large set of native South American languages.,Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Motivation,0,0
"The goal is to validate the desirable properties of such metrics against a more diverse set of languages, guaranteeing the universality of the techniques developed on the basis of this type of theoretical artifact.",Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Paper Goal,0,0
"The work is based on the analysis of a set of language complexity metrics proposed by Juola (1998, 2005, 2008) and Ehret and Szmrecsanyi (2016).",Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Methodology,0,0
"The authors conducted experiments on a large dataset of South American languages, including a substantial set of languages.",Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Methodology,0,0
"They repeated the experiments with data from South American indigenous languages, attempting to ascertain whether the desirable properties of these metrics remain solid when incorporating frequently excluded languages.",Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Methodology,0,0
"The authors found that the proposed metrics were consistent with the theoretical and experimental propositions previously proposed by Juola (1998, 2005, 2008).",Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Main Results,0,0
The authors also observed that the trade-off between morphological and syntactic complexities is strongly related to language phylogeny.,Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Main Results,0,0
The work demonstrated that the proposed metrics are robust and can be used to validate the desirable properties of the metrics against a more diverse set of languages.,Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Contribution,0,0
"The work presents a comprehensive analysis of a set of compression-based language complexity metrics, evaluating their behavior on a large set of native South American languages.",Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Contribution,0,0
"The authors validate the desirable properties of the metrics against a more diverse set of languages, guaranteeing the universality of the techniques developed on the basis of this type of theoretical artifact.",Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Paper Goal,0,0
The work also demonstrates that the trade-off between morphological and syntactic complexities is strongly related to language phylogeny.,Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Main Results,0,0
The authors conclude that the proposed metrics are robust and can be used to validate the desirable properties of the metrics against a more diverse set of languages.,Analysing and Validating Language Complexity Metrics Across South American Indigenous Languages,No,No,Contribution,0,0
"The purpose of this paper is to introduce a benchmark, CDEval, aimed at measuring the cultural dimensions of Large Language Models (LLMs).",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Motivation,0,0
"The benchmark is constructed by combining automatic generation with GPT-4 and human verification, covering six cultural dimensions across seven domains.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Motivation,0,0
The goal is to provide a comprehensive evaluation of the cultural dimensions of mainstream LLMs.,CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Motivation,0,0
To evaluate the cultural dimensions of LLMs by administering questionnaires.,CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Paper Goal,0,0
The paper follows the evaluation settings of Scherrer et al. (2023).,CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Methodology,0,0
"The CDEval benchmark is constructed by incorporating GPT-4's automated generation and human verification, covering six cultural dimensions across seven domains.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Methodology,0,0
"The dataset is composed of 2953 questionnaires, each containing 2953 questions.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,Yes,No,Methodology,1,0
"The questionnaire pipeline includes schema definition, data generation, and verification.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Methodology,0,0
"The CDEval benchmark includes six cultural dimensions: Power Distance Index (PDI), Individualism (IDV), Uncertainty Avoidance Index (UAI), Masculinity (MAS), Long-term Orientation (LTO), and Indulgence vs. Restraint (IVR).",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
The CDEval benchmark is constructed by combining GPT-4's automated generation and human verification.,CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
"The CDEval benchmark is constructed by incorporating GPT-4's automated generation and human verification, covering six cultural dimensions across seven domains.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
"The CDEval benchmark is constructed by incorporating GPT-4's automated generation and human verification, covering six cultural dimensions across seven domains.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
"The CDEval benchmark is constructed by incorporating GPT-4's automated generation and human verification, covering six cultural dimensions across seven domains.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
"The CDEval benchmark is constructed by incorporating GPT-4's automated generation and human verification, covering six cultural dimensions across seven domains.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
"The CDEval benchmark is constructed by incorporating GPT-4's automated generation and human verification, covering six cultural dimensions across seven domains.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
"The CDEval benchmark is constructed by incorporating GPT-4's automated generation and human verification, covering six cultural dimensions across seven domains.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
"The CDEval benchmark is constructed by incorporating GPT-4's automated generation and human verification, covering six cultural dimensions across seven domains.",CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
The CDEval benchmark is constructed by incorporating GPT-4's automated generation and human verification.,CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,No,No,Main Results,0,0
"The paper introduces a novel pipeline for extracting high-quality, culturally-related instruction tuning datasets from vast unstructured corpora.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Contribution,0,0
The pipeline utilizes a self-instruction generation pipeline to identify cultural concepts and trigger instruction.,CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Methodology,0,0
"By integrating with a general-purpose instruction tuning dataset, the model demonstrates enhanced capabilities in recognizing and understanding regional cultural nuances, thereby enhancing its reasoning capabilities.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Main Results,0,0
The primary goal of the paper is to develop a pipeline for extracting culturally-related instruction tuning datasets from unstructured corpora.,CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Paper Goal,0,0
"The paper introduces the CRAFT method, which is designed to synthesize cultural instructions from a vast, unlabeled corpus.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Methodology,0,0
"The methodology involves selecting a collection of culturally relevant text segments from a large corpus of unstructured data, which are then used to fine-tune the model.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Methodology,0,0
The pipeline utilizes a self-instruction generation pipeline to identify cultural concepts and trigger instruction.,CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Methodology,0,0
"The paper presents the main results of the CRAFT method across three regions: Singapore, the Philippines, and the US.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Main Results,0,0
"The results show that the CRAFT method is effective in improving the general knowledge of the models, particularly in Singapore.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,Yes,No,Main Results,1,0
"The model demonstrates a clear performance improvement across all three regions, with a 6% improvement in general knowledge.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,Yes,No,Main Results,1,0
The CRAFT method also shows a significant improvement in the ability of the models to reason within cultural contexts.,CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Main Results,0,0
"The paper introduces the CRAFT method, which is designed to synthesize culturally-related instruction tuning datasets from unstructured corpora.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Contribution,0,0
The pipeline utilizes a self-instruction generation pipeline to identify cultural concepts and trigger instruction.,CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Methodology,0,0
"By integrating with a general-purpose instruction tuning dataset, the model demonstrates enhanced capabilities in recognizing and understanding regional cultural nuances, thereby enhancing its reasoning capabilities.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Main Results,0,0
"The paper introduces a novel pipeline for extracting high-quality, culturally-related instruction tuning datasets from vast unstructured corpora.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Contribution,0,0
The pipeline utilizes a self-instruction generation pipeline to identify cultural concepts and trigger instruction.,CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Methodology,0,0
"By integrating with a general-purpose instruction tuning dataset, the model demonstrates enhanced capabilities in recognizing and understanding regional cultural nuances, thereby enhancing its reasoning capabilities.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Main Results,0,0
The primary goal of the paper is to develop a pipeline for extracting culturally-related instruction tuning datasets from unstructured corpora.,CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Paper Goal,0,0
The pipeline utilizes a self-instruction generation pipeline to identify cultural concepts and trigger instruction.,CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Methodology,0,0
"By integrating with a general-purpose instruction tuning dataset, the model demonstrates enhanced capabilities in recognizing and understanding regional cultural nuances, thereby enhancing its reasoning capabilities.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Main Results,0,0
"The paper introduces the CRAFT method, which is designed to synthesize culturally-related instruction tuning datasets from unstructured corpora.",CRAFT: Extracting and Tuning Cultural Instructions from the Wild,No,No,Methodology,0,0
The study explores the sources of instability in maintaining cultural personas and opinions within multi-agent LLM systems.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Motivation,0,0
To analyze agents' pre- and post-discussion private responses alongside chat transcripts to assess the stability of cultural personas and the impact of opinion diversity on group outcomes.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Paper Goal,0,0
"The authors use GPT-3.5-Turbo with AutoGen, an open-source framework for multi-agent collaboration, to simulate intercultural collaboration and debate using a global opinion survey dataset.","Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Methodology,0,0
The authors follow a three-step process (Appendix B for full instructions) to conduct the experiments.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Methodology,0,0
The authors measure the ratio of entropy levels across different entropy classes to determine the diversity of opinions during onboarding and debate.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Main Results,0,0
"They find that the diversity of opinions is higher in debate compared to collaboration, with the lowest entropy level corresponding to the group with the highest diversity.","Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",Yes,No,Main Results,1,0
The authors analyze the diversity of opinions during debate and collaboration to determine the impact of opinion diversity on group outcomes.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Main Results,0,0
The authors find evidence of sophisticated interaction dynamics in a multi-agent framework for GPT3.5-Turbo personas with different nationalities that discussed contentious international relations topics.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Main Results,0,0
They highlight the generative nature of multi-agent LLM frameworks.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Contribution,0,0
"The authors highlight the uneven distribution of examples across entropy classes, which was driven by the unequal representation of global perspectives in the GlobalOpinionsQA dataset.","Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Motivation,0,0
"The authors provide evidence that private post-discussion interrogations of models can counteract some of the pressure produced by the majority opinion, similar to what has been found in human conformity experiments (Asch, 1956).","Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Contribution,0,0
This provides a way to make outputs drawn from multi-agent frameworks more representative of diverse perspectives.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Contribution,0,0
The study explores the sources of instability in maintaining cultural personas and opinions within multi-agent LLM systems.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Motivation,0,0
To analyze agents' pre- and post-discussion private responses alongside chat transcripts to assess the stability of cultural personas and the impact of opinion diversity on group outcomes.,"Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Paper Goal,0,0
"The authors use GPT-3.5-Turbo with AutoGen, an open-source framework for multi-agent collaboration, to simulate intercultural collaboration and debate using a global opinion survey dataset.","Conformity, Confabulation, and Impersonation: Persona Inconstancy in Multi-Agent LLM Collaboration",No,No,Methodology,0,0
We present a French corpus of daylong audio recordings longitudinally collected with the LENA system from infants aged 3 to 24 months.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Contribution,0,0
"We conduct a thorough exploration of this data set, which serves as a quality check for both the data and the analysis tools.",Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Methodology,0,0
We evaluate the reliability of LENA metrics by systematically comparing them with those obtained from the ChildProject set of tools and checking the known dynamics of the metrics with age.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Methodology,0,0
We also replicate findings from Warlaumont et al. (2014) about the increase of infants' speech vocalizations and temporal contingencies between infants and caregivers with age.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Main Results,0,0
"The purpose of this paper is to provide a comprehensive analysis of the daily auditory environment in French-speaking infants aged 3 to 24 months, which has not been previously explored in the literature.",Daily auditory environments in French-speaking infants: A longitudinal dataset,Yes,No,Motivation,1,0
"To provide a detailed analysis of the daily auditory environment in French-speaking infants aged 3 to 24 months, which has not been previously explored in the literature.",Daily auditory environments in French-speaking infants: A longitudinal dataset,Yes,No,Paper Goal,1,0
We collected a large dataset of daylong audio recordings longitudinally from 3 to 24 months of age using the LENA system.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Methodology,0,0
We then compared the LENA metrics with those from the ChildProject set of tools to assess the reliability of the metrics.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Methodology,0,0
We also replicated findings from Warlaumont et al. (2014) about the increase of infants' speech vocalizations and temporal contingencies between infants and caregivers with age.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Main Results,0,0
"We found that the LENA metrics are reliable in French, although the LENA metrics are lower than the human annotations in some languages.",Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Main Results,0,0
"We found that the LENA metrics are reliable in French, although the LENA metrics are lower than the human annotations in some languages.",Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Main Results,0,0
We replicated findings from Warlaumont et al. (2014) about the increase of infants' speech vocalizations and temporal contingencies between infants and caregivers with age.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Main Results,0,0
We present a French corpus of daylong audio recordings longitudinally collected with the LENA system from infants aged 3 to 24 months.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Contribution,0,0
"We conduct a thorough exploration of this data set, which serves as a quality check for both the data and the analysis tools.",Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Methodology,0,0
We evaluate the reliability of LENA metrics by systematically comparing them with those obtained from the ChildProject set of tools and checking the known dynamics of the metrics with age.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Methodology,0,0
We also replicate findings from Warlaumont et al. (2014) about the increase of infants' speech vocalizations and temporal contingencies between infants and caregivers with age.,Daily auditory environments in French-speaking infants: A longitudinal dataset,No,No,Main Results,0,0
"The existing models are limited by the lack of semantic information in user and item embeddings, which limits their ability to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Motivation,0,0
"To propose a framework, CEER, that utilizes macro concepts as a bridge between user and item embeddings and the review embeddings to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,Yes,No,Paper Goal,1,0
The framework consists of two primary components: a macro concept annotator and an explanation generator.,Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Methodology,0,0
"The existing models are limited by the lack of semantic information in user and item embeddings, which limits their ability to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Motivation,0,0
The framework consists of two primary components: a macro concept annotator and an explanation generator.,Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Methodology,0,0
"The existing models are limited by the lack of semantic information in user and item embeddings, which limits their ability to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Motivation,0,0
The framework consists of two primary components: a macro concept annotator and an explanation generator.,Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Methodology,0,0
"The existing models are limited by the lack of semantic information in user and item embeddings, which limits their ability to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Motivation,0,0
The framework consists of two primary components: a macro concept annotator and an explanation generator.,Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Methodology,0,0
"The existing models are limited by the lack of semantic information in user and item embeddings, which limits their ability to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Motivation,0,0
The framework consists of two primary components: a macro concept annotator and an explanation generator.,Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Methodology,0,0
"The existing models are limited by the lack of semantic information in user and item embeddings, which limits their ability to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Motivation,0,0
The framework consists of two primary components: a macro concept annotator and an explanation generator.,Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Methodology,0,0
"The existing models are limited by the lack of semantic information in user and item embeddings, which limits their ability to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Motivation,0,0
The framework consists of two primary components: a macro concept annotator and an explanation generator.,Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Methodology,0,0
"The existing models are limited by the lack of semantic information in user and item embeddings, which limits their ability to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Motivation,0,0
